split,snapshot_time,cohort,events,sessions,avg_excess_vs_median_pct,avg_rvol,above_vwap_rate,horizon_min,avg_fwd_atr,median_fwd_atr,positive_rate,ci_low,ci_high
VALIDATION,12:00,PERSIST_1_CONFIRMED,385,114,2.3315028026472073,4.557170458594248,1.0,30,0.15846487098412954,0.07237813884788637,0.522077922077922,0.005663654027617897,0.33152222657290215
VALIDATION,12:00,PERSIST_1_CONFIRMED,385,114,2.3315028026472073,4.557170458594248,1.0,60,0.20667461610540772,0.12962962962958666,0.5272727272727272,-0.022483924530602675,0.42812066107362234
VALIDATION,12:00,PERSIST_1_CONFIRMED,385,114,2.3315028026472073,4.557170458594248,1.0,120,0.03569533120128931,-0.06194690265481242,0.4727272727272727,-0.2391872462600885,0.32940271019437234
VALIDATION,12:00,PERSIST_2,971,125,1.974995781145793,1.9748521799977297,0.8228630278063852,30,0.13066026900454394,0.06481481481482913,0.509783728115345,0.03476250714545584,0.23371339627228102
VALIDATION,12:00,PERSIST_2,971,125,1.974995781145793,1.9748521799977297,0.8228630278063852,60,0.20652895074870842,0.09277108433734148,0.5211122554067971,0.06872259948793791,0.3409700608215923
VALIDATION,12:00,PERSIST_2,971,125,1.974995781145793,1.9748521799977297,0.8228630278063852,120,-0.0608931733431073,-0.18666666666666668,0.45417095777548916,-0.2590535299475373,0.13426556752115387
VALIDATION,12:00,PERSIST_2_CONFIRMED,279,106,2.606877353381118,4.675635672812914,1.0,30,0.19816508912082806,0.12389380530970998,0.5376344086021505,0.0015583136886565803,0.41394664418625154
VALIDATION,12:00,PERSIST_2_CONFIRMED,279,106,2.606877353381118,4.675635672812914,1.0,60,0.3005565558393892,0.2413793103448314,0.5483870967741935,0.031204679222557218,0.57577998860443
VALIDATION,12:00,PERSIST_2_CONFIRMED,279,106,2.606877353381118,4.675635672812914,1.0,120,0.14354219600340679,0.026743075453652666,0.5017921146953405,-0.2014797253557524,0.4753595952698078
VALIDATION,12:00,PERSIST_3,825,125,2.0301788150465288,1.9984549881638893,0.7987878787878788,30,0.14127145511145875,0.09589041095888405,0.5163636363636364,0.026016478302014194,0.26126919341010457
